ons_code,year,pop_value
E06000001,2011,92088
E06000001,2012,92344
E06000001,2013,92465
E06000001,2014,92358
E06000001,2015,92125
E06000001,2016,92260
E06000001,2017,92306
E06000001,2018,92288
E06000001,2019,92401
E06000001,2020,92202
E06000001,2021,92575
E06000001,2022,94161
E06000001,2023,95942
E06000001,2024,98180
E06000002,2011,138368
E06000002,2012,138472
E06000002,2013,138588
E06000002,2014,139030
E06000002,2015,139602
E06000002,2016,140649
E06000002,2017,141213
E06000002,2018,141057
E06000002,2019,142134
E06000002,2020,142459
E06000002,2021,143943
E06000002,2022,149339
E06000002,2023,153639
E06000002,2024,156161
E06000003,2011,135164
E06000003,2012,134951
E06000003,2013,134838
E06000003,2014,135106
E06000003,2015,135370
E06000003,2016,135344
E06000003,2017,135584
E06000003,2018,136276
E06000003,2019,136699
E06000003,2020,136571
E06000003,2021,136605
E06000003,2022,137233
E06000003,2023,138115
E06000003,2024,139228
E06000004,2011,191824
E06000004,2012,192837
E06000004,2013,193923
E06000004,2014,195113
E06000004,2015,195790
E06000004,2016,196412
E06000004,2017,197046
E06000004,2018,197509
E06000004,2019,196860
E06000004,2020,196388
E06000004,2021,197032
E06000004,2022,200753
E06000004,2023,203768
E06000004,2024,206800
E06000005,2011,105584
E06000005,2012,105557
E06000005,2013,105591
E06000005,2014,105825
E06000005,2015,105988
E06000005,2016,106258
E06000005,2017,106541
E06000005,2018,106411
E06000005,2019,106532
E06000005,2020,106827
E06000005,2021,108210
E06000005,2022,109461
E06000005,2023,110925
E06000005,2024,112489
E06000006,2011,125722
E06000006,2012,125596
E06000006,2013,125889
E06000006,2014,126335
E06000006,2015,126464
E06000006,2016,126851
E06000006,2017,127038
E06000006,2018,127873
E06000006,2019,128456
E06000006,2020,128508
E06000006,2021,128570
E06000006,2022,129449
E06000006,2023,130384
E06000006,2024,131543
E06000007,2011,202709
E06000007,2012,203914
E06000007,2013,205905
E06000007,2014,208056
E06000007,2015,209575
E06000007,2016,210873
E06000007,2017,212137
E06000007,2018,212008
E06000007,2019,212245
E06000007,2020,211627
E06000007,2021,211182
E06000007,2022,211756
E06000007,2023,213598
E06000007,2024,215391
E06000008,2011,147657
E06000008,2012,148532
E06000008,2013,149148
E06000008,2014,149579
E06000008,2015,150490
E06000008,2016,151497
E06000008,2017,152312
E06000008,2018,152787
E06000008,2019,154066
E06000008,2020,154564
E06000008,2021,154954
E06000008,2022,156268
E06000008,2023,159189
E06000008,2024,162540
E06000009,2011,142080
E06000009,2012,142565
E06000009,2013,142733
E06000009,2014,142253
E06000009,2015,141788
E06000009,2016,141996
E06000009,2017,142121
E06000009,2018,141880
E06000009,2019,142407
E06000009,2020,141560
E06000009,2021,140976
E06000009,2022,141680
E06000009,2023,143070
E06000009,2024,144191
E06000010,2011,256123
E06000010,2012,258085
E06000010,2013,259094
E06000010,2014,260896
E06000010,2015,262711
E06000010,2016,265338
E06000010,2017,267566
E06000010,2018,268223
E06000010,2019,268749
E06000010,2020,267591
E06000010,2021,266516
E06000010,2022,268768
E06000010,2023,273069
E06000010,2024,275401
E06000011,2011,334673
E06000011,2012,334972
E06000011,2013,334572
E06000011,2014,335625
E06000011,2015,334735
E06000011,2016,336323
E06000011,2017,336697
E06000011,2018,337192
E06000011,2019,338944
E06000011,2020,341050
E06000011,2021,343145
E06000011,2022,346600
E06000011,2023,351237
E06000011,2024,355884
E06000012,2011,159735
E06000012,2012,159408
E06000012,2013,159456
E06000012,2014,159420
E06000012,2015,159140
E06000012,2016,158877
E06000012,2017,158699
E06000012,2018,158460
E06000012,2019,157957
E06000012,2020,157313
E06000012,2021,157188
E06000012,2022,157842
E06000012,2023,158663
E06000012,2024,159911
E06000013,2011,167516
E06000013,2012,167974
E06000013,2013,168309
E06000013,2014,168816
E06000013,2015,169212
E06000013,2016,170174
E06000013,2017,170616
E06000013,2018,170384
E06000013,2019,170283
E06000013,2020,170034
E06000013,2021,169929
E06000013,2022,170125
E06000013,2023,170477
E06000013,2024,171336
E06000014,2011,197783
E06000014,2012,199157
E06000014,2013,201168
E06000014,2014,202206
E06000014,2015,203212
E06000014,2016,202892
E06000014,2017,203546
E06000014,2018,203906
E06000014,2019,203877
E06000014,2020,202169
E06000014,2021,201851
E06000014,2022,204748
E06000014,2023,206746
E06000014,2024,209301
E06000015,2011,248943
E06000015,2012,251804
E06000015,2013,253812
E06000015,2014,255320
E06000015,2015,257406
E06000015,2016,259883
E06000015,2017,261104
E06000015,2018,262395
E06000015,2019,263014
E06000015,2020,261999
E06000015,2021,261260
E06000015,2022,264321
E06000015,2023,269903
E06000015,2024,274149
E06000016,2011,329627
E06000016,2012,334099
E06000016,2013,338852
E06000016,2014,342917
E06000016,2015,349853
E06000016,2016,356789
E06000016,2017,361895
E06000016,2018,367094
E06000016,2019,369776
E06000016,2020,368922
E06000016,2021,366940
E06000016,2022,373086
E06000016,2023,382696
E06000016,2024,388348
E06000017,2011,37581
E06000017,2012,37114
E06000017,2013,37833
E06000017,2014,38294
E06000017,2015,38438
E06000017,2016,39044
E06000017,2017,39831
E06000017,2018,40053
E06000017,2019,40175
E06000017,2020,40633
E06000017,2021,41342
E06000017,2022,41165
E06000017,2023,40807
E06000017,2024,41443
E06000018,2011,303899
E06000018,2012,307436
E06000018,2013,308681
E06000018,2014,310339
E06000018,2015,313265
E06000018,2016,317625
E06000018,2017,320378
E06000018,2018,322323
E06000018,2019,323160
E06000018,2020,322822
E06000018,2021,319978
E06000018,2022,326572
E06000018,2023,327186
E06000018,2024,331077
E06000019,2011,183619
E06000019,2012,184208
E06000019,2013,184748
E06000019,2014,185523
E06000019,2015,185778
E06000019,2016,186225
E06000019,2017,186687
E06000019,2018,186511
E06000019,2019,186373
E06000019,2020,185886
E06000019,2021,187522
E06000019,2022,188518
E06000019,2023,190045
E06000019,2024,191047
E06000020,2011,166831
E06000020,2012,167964
E06000020,2013,169014
E06000020,2014,170610
E06000020,2015,172898
E06000020,2016,175352
E06000020,2017,177528
E06000020,2018,179548
E06000020,2019,182081
E06000020,2020,183483
E06000020,2021,185857
E06000020,2022,189000
E06000020,2023,192417
E06000020,2024,195952
E06000021,2011,248719
E06000021,2012,250322
E06000021,2013,251568
E06000021,2014,253316
E06000021,2015,254095
E06000021,2016,256168
E06000021,2017,258235
E06000021,2018,258843
E06000021,2019,259181
E06000021,2020,258866
E06000021,2021,258102
E06000021,2022,260624
E06000021,2023,265822
E06000021,2024,270425
E06000022,2011,175538
E06000022,2012,176598
E06000022,2013,178743
E06000022,2014,180065
E06000022,2015,182561
E06000022,2016,185507
E06000022,2017,186894
E06000022,2018,189489
E06000022,2019,190176
E06000022,2020,191974
E06000022,2021,192419
E06000022,2022,195467
E06000022,2023,198264
E06000022,2024,200028
E06000023,2011,428074
E06000023,2012,433264
E06000023,2013,438984
E06000023,2014,443834
E06000023,2015,451790
E06000023,2016,459588
E06000023,2017,463113
E06000023,2018,467026
E06000023,2019,469920
E06000023,2020,471851
E06000023,2021,471285
E06000023,2022,479639
E06000023,2023,486376
E06000023,2024,494399
E06000024,2011,203091
E06000024,2012,204465
E06000024,2013,206403
E06000024,2014,208617
E06000024,2015,210553
E06000024,2016,212660
E06000024,2017,213701
E06000024,2018,214360
E06000024,2019,215540
E06000024,2020,215850
E06000024,2021,217385
E06000024,2022,219064
E06000024,2023,221927
E06000024,2024,224578
E06000025,2011,263417
E06000025,2012,265741
E06000025,2013,268167
E06000025,2014,269840
E06000025,2015,272189
E06000025,2016,275808
E06000025,2017,278379
E06000025,2018,281719
E06000025,2019,284563
E06000025,2020,287182
E06000025,2021,290886
E06000025,2022,295391
E06000025,2023,300435
E06000025,2024,306332
E06000026,2011,256589
E06000026,2012,257886
E06000026,2013,259549
E06000026,2014,261980
E06000026,2015,263088
E06000026,2016,264440
E06000026,2017,265294
E06000026,2018,265689
E06000026,2019,265041
E06000026,2020,264830
E06000026,2021,264768
E06000026,2022,267507
E06000026,2023,270605
E06000026,2024,272067
E06000027,2011,131193
E06000027,2012,131806
E06000027,2013,132920
E06000027,2014,134217
E06000027,2015,135052
E06000027,2016,136172
E06000027,2017,137329
E06000027,2018,138100
E06000027,2019,138754
E06000027,2020,138695
E06000027,2021,139440
E06000027,2022,139435
E06000027,2023,139744
E06000027,2024,140126
E06000030,2011,209709
E06000030,2012,212801
E06000030,2013,215994
E06000030,2014,218998
E06000030,2015,221805
E06000030,2016,224498
E06000030,2017,227680
E06000030,2018,230174
E06000030,2019,231934
E06000030,2020,232574
E06000030,2021,233760
E06000030,2022,236046
E06000030,2023,240218
E06000030,2024,243875
E06000031,2011,184457
E06000031,2012,188675
E06000031,2013,192488
E06000031,2014,195766
E06000031,2015,200246
E06000031,2016,205091
E06000031,2017,208237
E06000031,2018,211037
E06000031,2019,213026
E06000031,2020,213718
E06000031,2021,216470
E06000031,2022,218017
E06000031,2023,221283
E06000031,2024,223655
E06000032,2011,203641
E06000032,2012,205873
E06000032,2013,209624
E06000032,2014,213749
E06000032,2015,217612
E06000032,2016,220952
E06000032,2017,220752
E06000032,2018,221532
E06000032,2019,223106
E06000032,2020,224132
E06000032,2021,224958
E06000032,2022,227546
E06000032,2023,233640
E06000032,2024,239090
E06000033,2011,174274
E06000033,2012,175196
E06000033,2013,176350
E06000033,2014,178610
E06000033,2015,179203
E06000033,2016,180465
E06000033,2017,181405
E06000033,2018,181877
E06000033,2019,182115
E06000033,2020,181276
E06000033,2021,180655
E06000033,2022,180810
E06000033,2023,182771
E06000033,2024,185256
E06000034,2011,158268
E06000034,2012,160026
E06000034,2013,161702
E06000034,2014,164451
E06000034,2015,166622
E06000034,2016,168977
E06000034,2017,170966
E06000034,2018,173113
E06000034,2019,174924
E06000034,2020,175803
E06000034,2021,175933
E06000034,2022,176778
E06000034,2023,179280
E06000034,2024,180989
E06000035,2011,264885
E06000035,2012,268144
E06000035,2013,271084
E06000035,2014,273977
E06000035,2015,276037
E06000035,2016,277504
E06000035,2017,278652
E06000035,2018,278827
E06000035,2019,279852
E06000035,2020,280364
E06000035,2021,279903
E06000035,2022,282750
E06000035,2023,288003
E06000035,2024,292655
E06000036,2011,113696
E06000036,2012,115100
E06000036,2013,116552
E06000036,2014,117979
E06000036,2015,119078
E06000036,2016,119553
E06000036,2017,120164
E06000036,2018,121046
E06000036,2019,121660
E06000036,2020,123188
E06000036,2021,125195
E06000036,2022,127160
E06000036,2023,129099
E06000036,2024,130806
E06000037,2011,154148
E06000037,2012,155172
E06000037,2013,156789
E06000037,2014,157663
E06000037,2015,158895
E06000037,2016,160551
E06000037,2017,160729
E06000037,2018,160953
E06000037,2019,160883
E06000037,2020,161026
E06000037,2021,161864
E06000037,2022,162484
E06000037,2023,164189
E06000037,2024,165112
E06000038,2011,155339
E06000038,2012,159065
E06000038,2013,163089
E06000038,2014,166300
E06000038,2015,169220
E06000038,2016,171750
E06000038,2017,173047
E06000038,2018,174484
E06000038,2019,174288
E06000038,2020,173879
E06000038,2021,173371
E06000038,2022,176178
E06000038,2023,179863
E06000038,2024,182907
E06000039,2011,140713
E06000039,2012,143095
E06000039,2013,144880
E06000039,2014,147313
E06000039,2015,150104
E06000039,2016,152565
E06000039,2017,154573
E06000039,2018,155915
E06000039,2019,157632
E06000039,2020,158281
E06000039,2021,158448
E06000039,2022,159732
E06000039,2023,163940
E06000039,2024,167359
E06000040,2011,145098
E06000040,2012,146642
E06000040,2013,147525
E06000040,2014,148936
E06000040,2015,150043
E06000040,2016,152085
E06000040,2017,152648
E06000040,2018,153470
E06000040,2019,153893
E06000040,2020,153991
E06000040,2021,153922
E06000040,2022,155069
E06000040,2023,157174
E06000040,2024,158943
E06000041,2011,154943
E06000041,2012,157038
E06000041,2013,158372
E06000041,2014,159576
E06000041,2015,161773
E06000041,2016,163797
E06000041,2017,165664
E06000041,2018,168734
E06000041,2019,171789
E06000041,2020,174708
E06000041,2021,178231
E06000041,2022,181318
E06000041,2023,184561
E06000041,2024,187200
E06000042,2011,249895
E06000042,2012,254003
E06000042,2013,259672
E06000042,2014,264948
E06000042,2015,269783
E06000042,2016,274231
E06000042,2017,276588
E06000042,2018,278892
E06000042,2019,281434
E06000042,2020,283707
E06000042,2021,288312
E06000042,2022,292584
E06000042,2023,300173
E06000042,2024,305884
E06000043,2011,272952
E06000043,2012,274051
E06000043,2013,275494
E06000043,2014,275999
E06000043,2015,277351
E06000043,2016,279796
E06000043,2017,279500
E06000043,2018,281250
E06000043,2019,279920
E06000043,2020,278496
E06000043,2021,276454
E06000043,2022,278000
E06000043,2023,281135
E06000043,2024,283870
E06000044,2011,205433
E06000044,2012,205729
E06000044,2013,205905
E06000044,2014,206200
E06000044,2015,207873
E06000044,2016,209951
E06000044,2017,210965
E06000044,2018,211215
E06000044,2019,210412
E06000044,2020,209142
E06000044,2021,207119
E06000044,2022,209599
E06000044,2023,213976
E06000044,2024,214321
E06000045,2011,235870
E06000045,2012,238097
E06000045,2013,239484
E06000045,2014,241230
E06000045,2015,244666
E06000045,2016,248662
E06000045,2017,250492
E06000045,2018,250803
E06000045,2019,249428
E06000045,2020,248679
E06000045,2021,247672
E06000045,2022,252178
E06000045,2023,257387
E06000045,2024,259424
E06000046,2011,138392
E06000046,2012,138632
E06000046,2013,138146
E06000046,2014,138899
E06000046,2015,139316
E06000046,2016,139650
E06000046,2017,141277
E06000046,2018,141665
E06000046,2019,141764
E06000046,2020,140915
E06000046,2021,140885
E06000046,2022,140756
E06000046,2023,141281
E06000046,2024,141660
E06000047,2011,512994
E06000047,2012,513122
E06000047,2013,513179
E06000047,2014,513604
E06000047,2015,513924
E06000047,2016,514431
E06000047,2017,515911
E06000047,2018,516648
E06000047,2019,518562
E06000047,2020,519204
E06000047,2021,521447
E06000047,2022,527755
E06000047,2023,533997
E06000047,2024,538011
E06000049,2011,370736
E06000049,2012,372501
E06000049,2013,373956
E06000049,2014,376574
E06000049,2015,378511
E06000049,2016,381414
E06000049,2017,384221
E06000049,2018,386891
E06000049,2019,390556
E06000049,2020,393203
E06000049,2021,400474
E06000049,2022,407083
E06000049,2023,414836
E06000049,2024,421298
E06000050,2011,329526
E06000050,2012,331231
E06000050,2013,333476
E06000050,2014,336437
E06000050,2015,339181
E06000050,2016,342424
E06000050,2017,346040
E06000050,2018,350076
E06000050,2019,353362
E06000050,2020,354738
E06000050,2021,357730
E06000050,2022,362076
E06000050,2023,366665
E06000050,2024,371652
E06000051,2011,307108
E06000051,2012,307921
E06000051,2013,308181
E06000051,2014,309436
E06000051,2015,310751
E06000051,2016,312836
E06000051,2017,315232
E06000051,2018,317112
E06000051,2019,319729
E06000051,2020,321054
E06000051,2021,324669
E06000051,2022,327352
E06000051,2023,329558
E06000051,2024,332455
E06000052,2011,533760
E06000052,2012,537411
E06000052,2013,540061
E06000052,2014,543778
E06000052,2015,547334
E06000052,2016,551203
E06000052,2017,556921
E06000052,2018,559961
E06000052,2019,563695
E06000052,2020,565045
E06000052,2021,571948
E06000052,2022,575591
E06000052,2023,579381
E06000052,2024,583289
E06000053,2011,2224
E06000053,2012,2249
E06000053,2013,2214
E06000053,2014,2188
E06000053,2015,2238
E06000053,2016,2236
E06000053,2017,2170
E06000053,2018,2166
E06000053,2019,2098
E06000053,2020,2030
E06000053,2021,2271
E06000053,2022,2340
E06000053,2023,2433
E06000053,2024,2366
E06000054,2011,474319
E06000054,2012,476806
E06000054,2013,479505
E06000054,2014,484344
E06000054,2015,488377
E06000054,2016,492706
E06000054,2017,497177
E06000054,2018,498703
E06000054,2019,502985
E06000054,2020,507047
E06000054,2021,513240
E06000054,2022,516185
E06000054,2023,519779
E06000054,2024,523700
E06000055,2011,157840
E06000055,2012,160344
E06000055,2013,163672
E06000055,2014,166856
E06000055,2015,170149
E06000055,2016,173703
E06000055,2017,175537
E06000055,2018,178288
E06000055,2019,180651
E06000055,2020,182346
E06000055,2021,185796
E06000055,2022,187624
E06000055,2023,191575
E06000055,2024,194976
E06000056,2011,255644
E06000056,2012,259524
E06000056,2013,263425
E06000056,2014,267066
E06000056,2015,270962
E06000056,2016,274909
E06000056,2017,277655
E06000056,2018,280414
E06000056,2019,284688
E06000056,2020,289105
E06000056,2021,295651
E06000056,2022,301829
E06000056,2023,309382
E06000056,2024,315877
E06000057,2011,316278
E06000057,2012,315924
E06000057,2013,315013
E06000057,2014,315274
E06000057,2015,314188
E06000057,2016,314327
E06000057,2017,315663
E06000057,2018,316153
E06000057,2019,318027
E06000057,2020,318490
E06000057,2021,321532
E06000057,2022,324627
E06000057,2023,327865
E06000057,2024,331420
E06000058,2011,379441
E06000058,2012,382465
E06000058,2013,385483
E06000058,2014,389727
E06000058,2015,392499
E06000058,2016,397066
E06000058,2017,399374
E06000058,2018,400064
E06000058,2019,400182
E06000058,2020,399564
E06000058,2021,400155
E06000058,2022,402784
E06000058,2023,406626
E06000058,2024,408967
E06000059,2011,365897
E06000059,2012,366572
E06000059,2013,367651
E06000059,2014,368694
E06000059,2015,370728
E06000059,2016,372416
E06000059,2017,374675
E06000059,2018,375604
E06000059,2019,377699
E06000059,2020,377670
E06000059,2021,381245
E06000059,2022,383509
E06000059,2023,386151
E06000059,2024,389947
E06000060,2011,506550
E06000060,2012,512105
E06000060,2013,517918
E06000060,2014,523613
E06000060,2015,529999
E06000060,2016,535519
E06000060,2017,538762
E06000060,2018,541983
E06000060,2019,545859
E06000060,2020,549066
E06000060,2021,555161
E06000060,2022,561180
E06000060,2023,569850
E06000060,2024,578772
E06000061,2011,317959
E06000061,2012,322316
E06000061,2013,325788
E06000061,2014,330649
E06000061,2015,335250
E06000061,2016,341647
E06000061,2017,347704
E06000061,2018,351998
E06000061,2019,354848
E06000061,2020,356437
E06000061,2021,360418
E06000061,2022,363174
E06000061,2023,368282
E06000061,2024,373871
E06000062,2011,376008
E06000062,2012,380827
E06000062,2013,385699
E06000062,2014,391024
E06000062,2015,397939
E06000062,2016,405019
E06000062,2017,411732
E06000062,2018,417242
E06000062,2019,422168
E06000062,2020,422559
E06000062,2021,426707
E06000062,2022,429682
E06000062,2023,436787
E06000062,2024,439811
E06000063,2011,274546
E06000063,2012,274285
E06000063,2013,274032
E06000063,2014,274139
E06000063,2015,274195
E06000063,2016,274192
E06000063,2017,273458
E06000063,2018,273256
E06000063,2019,273009
E06000063,2020,272444
E06000063,2021,273788
E06000063,2022,275445
E06000063,2023,278070
E06000063,2024,280495
E06000064,2011,225271
E06000064,2012,224550
E06000064,2013,224048
E06000064,2014,224164
E06000064,2015,224523
E06000064,2016,224754
E06000064,2017,225235
E06000064,2018,225685
E06000064,2019,226162
E06000064,2020,225995
E06000064,2021,226941
E06000064,2022,227732
E06000064,2023,228646
E06000064,2024,230185
E06000065,2011,601206
E06000065,2012,603963
E06000065,2013,604151
E06000065,2014,603672
E06000065,2015,603711
E06000065,2016,605770
E06000065,2017,607291
E06000065,2018,607735
E06000065,2019,610660
E06000065,2020,610899
E06000065,2021,618627
E06000065,2022,624055
E06000065,2023,628846
E06000065,2024,635270
E06000066,2011,531581
E06000066,2012,535842
E06000066,2013,539465
E06000066,2014,544312
E06000066,2015,548792
E06000066,2016,554806
E06000066,2017,558895
E06000066,2018,562159
E06000066,2019,564987
E06000066,2020,566310
E06000066,2021,573100
E06000066,2022,577349
E06000066,2023,582962
E06000066,2024,588328
E07000008,2011,122725
E07000008,2012,124679
E07000008,2013,127819
E07000008,2014,130432
E07000008,2015,133654
E07000008,2016,136054
E07000008,2017,138462
E07000008,2018,141726
E07000008,2019,143153
E07000008,2020,143741
E07000008,2021,145022
E07000008,2022,147928
E07000008,2023,148842
E07000008,2024,149352
E07000009,2011,84245
E07000009,2012,85101
E07000009,2013,85483
E07000009,2014,86316
E07000009,2015,86757
E07000009,2016,86952
E07000009,2017,87016
E07000009,2018,86885
E07000009,2019,87010
E07000009,2020,86948
E07000009,2021,88125
E07000009,2022,89348
E07000009,2023,91313
E07000009,2024,92906
E07000010,2011,95461
E07000010,2012,96429
E07000010,2013,97556
E07000010,2014,98571
E07000010,2015,99991
E07000010,2016,101075
E07000010,2017,102029
E07000010,2018,102346
E07000010,2019,102487
E07000010,2020,102228
E07000010,2021,102731
E07000010,2022,103019
E07000010,2023,103700
E07000010,2024,104896
E07000011,2011,170039
E07000011,2012,171437
E07000011,2013,172540
E07000011,2014,174283
E07000011,2015,175647
E07000011,2016,176425
E07000011,2017,176743
E07000011,2018,176909
E07000011,2019,176968
E07000011,2020,177816
E07000011,2021,181827
E07000011,2022,184117
E07000011,2023,187113
E07000011,2024,190619
E07000012,2011,149842
E07000012,2012,151133
E07000012,2013,151598
E07000012,2014,153423
E07000012,2015,154962
E07000012,2016,156780
E07000012,2017,157215
E07000012,2018,157810
E07000012,2019,159031
E07000012,2020,160548
E07000012,2021,163042
E07000012,2022,165727
E07000012,2023,169328
E07000012,2024,172544
E07000032,2011,122521
E07000032,2012,122438
E07000032,2013,122856
E07000032,2014,123018
E07000032,2015,122835
E07000032,2016,123411
E07000032,2017,124225
E07000032,2018,124804
E07000032,2019,125791
E07000032,2020,125953
E07000032,2021,126442
E07000032,2022,127031
E07000032,2023,128408
E07000032,2024,130451
E07000033,2011,76029
E07000033,2012,76505
E07000033,2013,76811
E07000033,2014,77074
E07000033,2015,77625
E07000033,2016,77870
E07000033,2017,78444
E07000033,2018,78566
E07000033,2019,79178
E07000033,2020,79647
E07000033,2021,80473
E07000033,2022,81490
E07000033,2023,82771
E07000033,2024,83773
E07000034,2011,103788
E07000034,2012,103835
E07000034,2013,104102
E07000034,2014,104285
E07000034,2015,104415
E07000034,2016,104347
E07000034,2017,104236
E07000034,2018,104056
E07000034,2019,104154
E07000034,2020,103761
E07000034,2021,103673
E07000034,2022,104175
E07000034,2023,105325
E07000034,2024,106045
E07000035,2011,71104
E07000035,2012,71272
E07000035,2013,71148
E07000035,2014,71154
E07000035,2015,70893
E07000035,2016,70883
E07000035,2017,71092
E07000035,2018,71130
E07000035,2019,71190
E07000035,2020,70972
E07000035,2021,71659
E07000035,2022,71771
E07000035,2023,71946
E07000035,2024,71757
E07000036,2011,112249
E07000036,2012,112716
E07000036,2013,112871
E07000036,2014,113639
E07000036,2015,113984
E07000036,2016,114249
E07000036,2017,114129
E07000036,2018,114181
E07000036,2019,113711
E07000036,2020,113348
E07000036,2021,113039
E07000036,2022,112997
E07000036,2023,114156
E07000036,2024,114253
E07000037,2011,90982
E07000037,2012,90983
E07000037,2013,90930
E07000037,2014,90860
E07000037,2015,90766
E07000037,2016,90812
E07000037,2017,90991
E07000037,2018,90895
E07000037,2019,91170
E07000037,2020,90909
E07000037,2021,91079
E07000037,2022,91155
E07000037,2023,91752
E07000037,2024,91959
E07000038,2011,99100
E07000038,2012,99320
E07000038,2013,99091
E07000038,2014,99083
E07000038,2015,99173
E07000038,2016,99755
E07000038,2017,99897
E07000038,2018,100100
E07000038,2019,100371
E07000038,2020,100978
E07000038,2021,102294
E07000038,2022,103824
E07000038,2023,104862
E07000038,2024,106646
E07000039,2011,94915
E07000039,2012,95521
E07000039,2013,96193
E07000039,2014,97213
E07000039,2015,97682
E07000039,2016,98630
E07000039,2017,99868
E07000039,2018,101194
E07000039,2019,103315
E07000039,2020,105265
E07000039,2021,108051
E07000039,2022,111235
E07000039,2023,114413
E07000039,2024,117493
E07000040,2011,133272
E07000040,2012,134117
E07000040,2013,134763
E07000040,2014,136571
E07000040,2015,138588
E07000040,2016,140917
E07000040,2017,143284
E07000040,2018,145151
E07000040,2019,147346
E07000040,2020,148592
E07000040,2021,152065
E07000040,2022,154307
E07000040,2023,156378
E07000040,2024,158239
E07000041,2011,117063
E07000041,2012,117980
E07000041,2013,118994
E07000041,2014,119789
E07000041,2015,121583
E07000041,2016,123347
E07000041,2017,124817
E07000041,2018,125758
E07000041,2019,126312
E07000041,2020,127345
E07000041,2021,129527
E07000041,2022,134458
E07000041,2023,135708
E07000041,2024,138399
E07000042,2011,77936
E07000042,2012,78318
E07000042,2013,78572
E07000042,2014,78969
E07000042,2015,79167
E07000042,2016,79448
E07000042,2017,80054
E07000042,2018,80858
E07000042,2019,81434
E07000042,2020,82130
E07000042,2021,83171
E07000042,2022,83840
E07000042,2023,84266
E07000042,2024,84993
E07000043,2011,93976
E07000043,2012,93742
E07000043,2013,93610
E07000043,2014,93740
E07000043,2015,93859
E07000043,2016,94407
E07000043,2017,95356
E07000043,2018,96052
E07000043,2019,97325
E07000043,2020,97622
E07000043,2021,99398
E07000043,2022,100509
E07000043,2023,100664
E07000043,2024,101222
E07000044,2011,83563
E07000044,2012,83523
E07000044,2013,83867
E07000044,2014,84221
E07000044,2015,84616
E07000044,2016,84554
E07000044,2017,85183
E07000044,2018,85874
E07000044,2019,86458
E07000044,2020,87371
E07000044,2021,89161
E07000044,2022,89795
E07000044,2023,90937
E07000044,2024,92148
E07000045,2011,124271
E07000045,2012,124830
E07000045,2013,125754
E07000045,2014,127236
E07000045,2015,128566
E07000045,2016,129668
E07000045,2017,131572
E07000045,2018,132707
E07000045,2019,133965
E07000045,2020,133869
E07000045,2021,135189
E07000045,2022,135986
E07000045,2023,137363
E07000045,2024,138548
E07000046,2011,63973
E07000046,2012,64688
E07000046,2013,64860
E07000046,2014,65306
E07000046,2015,65808
E07000046,2016,66512
E07000046,2017,67529
E07000046,2018,67787
E07000046,2019,67837
E07000046,2020,67631
E07000046,2021,68444
E07000046,2022,68696
E07000046,2023,69291
E07000046,2024,69841
E07000047,2011,53655
E07000047,2012,53938
E07000047,2013,54011
E07000047,2014,54402
E07000047,2015,54623
E07000047,2016,54947
E07000047,2017,55557
E07000047,2018,55647
E07000047,2019,55865
E07000047,2020,56236
E07000047,2021,57480
E07000047,2022,58218
E07000047,2023,58920
E07000047,2024,58923
E07000061,2011,99308
E07000061,2012,99990
E07000061,2013,100662
E07000061,2014,101328
E07000061,2015,101996
E07000061,2016,102610
E07000061,2017,102964
E07000061,2018,102544
E07000061,2019,102754
E07000061,2020,101984
E07000061,2021,101601
E07000061,2022,102304
E07000061,2023,103862
E07000061,2024,104259
E07000062,2011,90173
E07000062,2012,90493
E07000062,2013,90994
E07000062,2014,91356
E07000062,2015,91795
E07000062,2016,92347
E07000062,2017,92016
E07000062,2018,91963
E07000062,2019,91570
E07000062,2020,91130
E07000062,2021,90974
E07000062,2022,90734
E07000062,2023,91221
E07000062,2024,91219
E07000063,2011,97584
E07000063,2012,98532
E07000063,2013,99215
E07000063,2014,99607
E07000063,2015,99717
E07000063,2016,100062
E07000063,2017,100434
E07000063,2018,100589
E07000063,2019,100813
E07000063,2020,100443
E07000063,2021,100166
E07000063,2022,100693
E07000063,2023,101605
E07000063,2024,102363
E07000064,2011,90729
E07000064,2012,90735
E07000064,2013,90487
E07000064,2014,91269
E07000064,2015,91751
E07000064,2016,92314
E07000064,2017,92904
E07000064,2018,92832
E07000064,2019,92581
E07000064,2020,92734
E07000064,2021,93409
E07000064,2022,94323
E07000064,2023,95089
E07000064,2024,96133
E07000065,2011,149415
E07000065,2012,150608
E07000065,2013,151825
E07000065,2014,154017
E07000065,2015,155361
E07000065,2016,156056
E07000065,2017,156379
E07000065,2018,156791
E07000065,2019,157543
E07000065,2020,158291
E07000065,2021,160711
E07000065,2022,163091
E07000065,2023,164861
E07000065,2024,166908
E07000066,2011,174971
E07000066,2012,176622
E07000066,2013,178944
E07000066,2014,181317
E07000066,2015,182734
E07000066,2016,184651
E07000066,2017,185299
E07000066,2018,186668
E07000066,2019,187714
E07000066,2020,187796
E07000066,2021,187718
E07000066,2022,188793
E07000066,2023,191120
E07000066,2024,193632
E07000067,2011,147514
E07000067,2012,148443
E07000067,2013,149285
E07000067,2014,150314
E07000067,2015,150908
E07000067,2016,151848
E07000067,2017,152422
E07000067,2018,152353
E07000067,2019,153439
E07000067,2020,154107
E07000067,2021,155693
