ONS_code,year,veh_bev,veh_ulev_total
E10000018,2023,8172,14492
E10000018,2024,11801,20019
E10000018,2025,15570,25739
E10000019,2011,43,43
E10000019,2012,49,57
E10000019,2013,63,77
E10000019,2014,104,156
E10000019,2015,172,324
E10000019,2016,244,570
E10000019,2017,331,833
E10000019,2018,429,1167
E10000019,2019,650,1583
E10000019,2020,1153,2453
E10000019,2021,2369,4539
E10000019,2022,3742,6636
E10000019,2023,5743,9574
E10000019,2024,8668,14004
E10000019,2025,12099,19099
E10000020,2011,64,64
E10000020,2012,71,86
E10000020,2013,89,122
E10000020,2014,171,245
E10000020,2015,256,420
E10000020,2016,319,628
E10000020,2017,462,998
E10000020,2018,635,1450
E10000020,2019,939,1987
E10000020,2020,1650,3112
E10000020,2021,3032,5252
E10000020,2022,4916,7946
E10000020,2023,7216,11139
E10000020,2024,10284,15593
E10000020,2025,13530,20519
E10000024,2011,39,39
E10000024,2012,35,50
E10000024,2013,49,71
E10000024,2014,97,169
E10000024,2015,246,433
E10000024,2016,349,681
E10000024,2017,471,1032
E10000024,2018,600,1465
E10000024,2019,897,2077
E10000024,2020,1454,3044
E10000024,2021,2783,5206
E10000024,2022,4746,8022
E10000024,2023,7250,11706
E10000024,2024,11320,17473
E10000024,2025,15446,23378
E10000025,2011,142,144
E10000025,2012,96,128
E10000025,2013,129,174
E10000025,2014,210,385
E10000025,2015,287,587
E10000025,2016,424,1043
E10000025,2017,610,1710
E10000025,2018,1089,2643
E10000025,2019,1855,3812
E10000025,2020,3772,6703
E10000025,2021,5325,9468
E10000025,2022,10239,15662
E10000025,2023,10338,17211
E10000025,2024,13791,21572
E10000025,2025,17062,26347
E10000028,2011,115,115
E10000028,2012,118,123
E10000028,2013,142,152
E10000028,2014,151,224
E10000028,2015,285,484
E10000028,2016,377,781
E10000028,2017,510,1101
E10000028,2018,677,1582
E10000028,2019,970,2176
E10000028,2020,1560,3308
E10000028,2021,2945,5564
E10000028,2022,4883,8510
E10000028,2023,7658,12542
E10000028,2024,11539,18293
E10000028,2025,16124,25096
E10000029,2011,60,64
E10000029,2012,84,93
E10000029,2013,111,129
E10000029,2014,148,208
E10000029,2015,227,389
E10000029,2016,330,654
E10000029,2017,484,1006
E10000029,2018,643,1427
E10000029,2019,951,1967
E10000029,2020,1628,3095
E10000029,2021,3235,5571
E10000029,2022,4931,8068
E10000029,2023,6951,11093
E10000029,2024,9528,15026
E10000029,2025,12198,19178
E10000030,2011,203,236
E10000030,2012,219,318
E10000030,2013,252,367
E10000030,2014,302,533
E10000030,2015,555,1080
E10000030,2016,824,1920
E10000030,2017,1257,3134
E10000030,2018,1805,4641
E10000030,2019,2907,6790
E10000030,2020,5143,10148
E10000030,2021,8058,15213
E10000030,2022,12776,22368
E10000030,2023,18737,31555
E10000030,2024,24968,41078
E10000030,2025,29458,48709
E10000031,2011,94,95
E10000031,2012,44,72
E10000031,2013,65,190
E10000031,2014,112,227
E10000031,2015,185,366
E10000031,2016,332,675
E10000031,2017,631,1359
E10000031,2018,903,2051
E10000031,2019,1560,3109
E10000031,2020,3416,5545
E10000031,2021,8318,11231
E10000031,2022,4594,8125
E10000031,2023,6623,11019
E10000031,2024,9517,15065
E10000031,2025,13039,20171
E10000032,2011,63,64
E10000032,2012,82,90
E10000032,2013,122,147
E10000032,2014,150,239
E10000032,2015,291,518
E10000032,2016,449,886
E10000032,2017,652,1357
E10000032,2018,889,2033
E10000032,2019,1357,2914
E10000032,2020,2204,4403
E10000032,2021,3946,7105
E10000032,2022,6234,10384
E10000032,2023,9056,14442
E10000032,2024,12349,19247
E10000032,2025,15674,23949
E10000034,2011,81,87
E10000034,2012,360,493
E10000034,2013,493,623
E10000034,2014,615,742
E10000034,2015,371,554
E10000034,2016,434,752
E10000034,2017,657,1165
E10000034,2018,752,1498
E10000034,2019,953,1942
E10000034,2020,2251,3758
E10000034,2021,3358,5541
E10000034,2022,8484,13750
E10000034,2023,7605,12733
E10000034,2024,10052,16056
E10000034,2025,13055,20511
E11000001,2011,234,242
E11000001,2012,247,275
E11000001,2013,378,419
E11000001,2014,447,602
E11000001,2015,775,1239
E11000001,2016,891,1678
E11000001,2017,1157,2564
E11000001,2018,1421,3376
E11000001,2019,2077,4757
E11000001,2020,14427,37584
E11000001,2021,31033,63073
E11000001,2022,62951,102801
E11000001,2023,99682,154545
E11000001,2024,131265,199429
E11000001,2025,135759,208063
E11000002,2011,178,182
E11000002,2012,195,203
E11000002,2013,284,303
E11000002,2014,143,186
E11000002,2015,296,440
E11000002,2016,390,648
E11000002,2017,538,956
E11000002,2018,659,1336
E11000002,2019,923,1830
E11000002,2020,1435,2815
E11000002,2021,2846,5225
E11000002,2022,4815,8299
E11000002,2023,8222,12970
E11000002,2024,13252,20156
E11000002,2025,18676,28357
E11000003,2011,136,138
E11000003,2012,281,298
E11000003,2013,213,323
E11000003,2014,292,658
E11000003,2015,380,995
E11000003,2016,444,1428
E11000003,2017,593,2047
E11000003,2018,708,2959
E11000003,2019,1308,4058
E11000003,2020,2600,5691
E11000003,2021,4186,8572
E11000003,2022,6584,12216
E11000003,2023,11085,18761
E11000003,2024,16554,26734
E11000003,2025,22126,34958
E11000005,2011,385,388
E11000005,2012,476,561
E11000005,2013,566,715
E11000005,2014,672,2386
E11000005,2015,896,5151
E11000005,2016,1272,9946
E11000005,2017,1678,14804
E11000005,2018,2872,20234
E11000005,2019,6711,26637
E11000005,2020,7384,14916
E11000005,2021,13329,24013
E11000005,2022,17786,31389
E11000005,2023,26492,44391
E11000005,2024,34557,58603
E11000005,2025,44832,75689
E11000006,2011,96,98
E11000006,2012,123,140
E11000006,2013,145,190
E11000006,2014,258,454
E11000006,2015,578,1256
E11000006,2016,806,2980
E11000006,2017,1121,4874
E11000006,2018,1599,6880
E11000006,2019,3325,10371
E11000006,2020,9218,18822
E11000006,2021,19263,36084
E11000006,2022,34188,56070
E11000006,2023,47184,75136
E11000006,2024,63052,97330
E11000006,2025,76387,116858
E11000007,2011,133,134
E11000007,2012,178,188
E11000007,2013,197,217
E11000007,2014,364,434
E11000007,2015,628,802
E11000007,2016,706,1019
E11000007,2017,772,1226
E11000007,2018,817,1459
E11000007,2019,988,1814
E11000007,2020,1438,2607
E11000007,2021,2708,4627
E11000007,2022,4497,7064
E11000007,2023,6991,10536
E11000007,2024,10788,15658
E11000007,2025,14438,20877
E12000001,2011,280,284
E12000001,2012,307,328
E12000001,2013,374,419
E12000001,2014,765,940
E12000001,2015,1313,1753
E12000001,2016,1522,2294
E12000001,2017,1729,2866
E12000001,2018,1857,3445
E12000001,2019,2265,4294
E12000001,2020,3519,6414
E12000001,2021,6984,11691
E12000001,2022,11720,18235
E12000001,2023,18315,26997
E12000001,2024,28811,40875
E12000001,2025,38735,54883
E12000002,2011,617,632
E12000002,2012,691,765
E12000002,2013,1011,1148
E12000002,2014,1091,1576
E12000002,2015,2097,3441
E12000002,2016,2792,5150
E12000002,2017,3729,7600
E12000002,2018,4616,10279
E12000002,2019,6584,14204
E12000002,2020,21589,51855
E12000002,2021,44578,87757
E12000002,2022,85610,141124
E12000002,2023,135248,211524
E12000002,2024,184886,283289
E12000002,2025,222814,343844
E12000003,2011,388,400
E12000003,2012,558,615
E12000003,2013,553,748
E12000003,2014,735,1459
E12000003,2015,1274,2941
E12000003,2016,1714,5583
E12000003,2017,2416,8765
E12000003,2018,3277,12442
E12000003,2019,6083,18055
E12000003,2020,14478,30209
E12000003,2021,28808,54847
E12000003,2022,50055,84134
E12000003,2023,72413,117118
E12000003,2024,100309,157851
E12000003,2025,126221,197061
E12000004,2011,477,488
E12000004,2012,618,682
E12000004,2013,629,755
E12000004,2014,847,1316
E12000004,2015,1438,2707
E12000004,2016,1954,4753
E12000004,2017,2773,7473
E12000004,2018,3581,10784
E12000004,2019,5658,14589
E12000004,2020,9917,21514
E12000004,2021,19935,38112
E12000004,2022,34717,58524
E12000004,2023,50661,85678
E12000004,2024,73054,120007
E12000004,2025,97283,152920
E12000005,2011,739,749
E12000005,2012,1078,1341
E12000005,2013,1377,1816
E12000005,2014,1721,3840
E12000005,2015,2014,7055
E12000005,2016,2785,12951
E12000005,2017,3970,19586
E12000005,2018,6082,27216
E12000005,2019,11384,36272
E12000005,2020,16658,31325
E12000005,2021,31888,52886
E12000005,2022,41478,71086
E12000005,2023,55774,92868
E12000005,2024,76820,125804
E12000005,2025,101761,164815
E12000006,2011,524,547
E12000006,2012,620,723
E12000006,2013,765,997
E12000006,2014,1651,2766
E12000006,2015,3155,7098
E12000006,2016,4917,13884
E12000006,2017,6866,20422
E12000006,2018,7271,25356
E12000006,2019,10972,33051
E12000006,2020,20881,49190
E12000006,2021,34031,73733
E12000006,2022,55187,105136
E12000006,2023,84375,147985
E12000006,2024,129031,212251
E12000006,2025,168069,270926
E12000007,2011,1896,1952
E12000007,2012,1803,1964
E12000007,2013,1945,2239
E12000007,2014,2138,3064
E12000007,2015,3443,5644
E12000007,2016,4723,10324
E12000007,2017,6824,16793
E12000007,2018,9045,25022
E12000007,2019,14251,40343
E12000007,2020,24447,60410
E12000007,2021,47260,95468
E12000007,2022,75255,136069
E12000007,2023,111703,191134
E12000007,2024,151502,247836
E12000007,2025,173482,285502
E12000008,2011,2389,2442
E12000008,2012,2214,2492
E12000008,2013,2206,2720
E12000008,2014,2529,4344
E12000008,2015,4256,9706
E12000008,2016,6107,18138
E12000008,2017,8811,27502
E12000008,2018,12688,40792
E12000008,2019,21982,55490
E12000008,2020,50766,97863
E12000008,2021,94959,165657
E12000008,2022,156307,246773
E12000008,2023,229148,345404
E12000008,2024,310614,456066
E12000008,2025,431193,620903
E12000009,2011,743,750
E12000009,2012,919,1010
E12000009,2013,1387,1564
E12000009,2014,1832,3102
E12000009,2015,2498,6263
E12000009,2016,3200,8873
E12000009,2017,4319,14553
E12000009,2018,7146,22159
E12000009,2019,11360,29130
E12000009,2020,27800,52816
E12000009,2021,63798,101389
E12000009,2022,104604,153069
E12000009,2023,143855,207494
E12000009,2024,180103,258195
E12000009,2025,196152,280357
E13000001,2011,1114,1146
E13000001,2012,998,1062
E13000001,2013,1027,1154
E13000001,2014,1093,1425
E13000001,2015,1602,2498
E13000001,2016,2046,4294
E13000001,2017,3014,7335
E13000001,2018,4045,10515
E13000001,2019,6585,17362
E13000001,2020,10440,24774
E13000001,2021,20163,39001
E13000001,2022,32423,54224
E13000001,2023,48319,74621
E13000001,2024,65040,96259
E13000001,2025,81720,117021
E13000002,2011,762,786
E13000002,2012,785,882
E13000002,2013,899,1066
E13000002,2014,1041,1635
E13000002,2015,1835,3140
E13000002,2016,2669,6021
E13000002,2017,3798,9441
E13000002,2018,4987,14466
E13000002,2019,7653,22950
E13000002,2020,13986,35609
E13000002,2021,27073,56435
E13000002,2022,42793,81795
E13000002,2023,63204,115678
E13000002,2024,86393,151396
E13000002,2025,91660,168254
E92000001,2011,8053,8244
E92000001,2012,8808,9920
E92000001,2013,10247,12406
E92000001,2014,13309,22407
E92000001,2015,21488,46608
E92000001,2016,29714,81950
E92000001,2017,41437,125560
E92000001,2018,55563,177495
E92000001,2019,90539,245428
E92000001,2020,190055,401596
E92000001,2021,372241,681540
E92000001,2022,614933,1014150
E92000001,2023,901492,1426202
E92000001,2024,1235130,1902174
E92000001,2025,1555710,2371211
K02000001,2011,0,0
K02000001,2012,0,0
K02000001,2013,0,0
K02000001,2014,15393,25282
K02000001,2015,24780,52240
K02000001,2016,34612,91290
K02000001,2017,47963,139934
K02000001,2018,64112,198208
K02000001,2019,103211,274883
K02000001,2020,213865,448699
K02000001,2021,416978,761514
K02000001,2022,688859,1134236
K02000001,2023,1012987,1599644
K02000001,2024,1391262,2140918
K02000001,2025,1756010,2679211
K03000001,2011,8773,8973
K03000001,2012,9962,11151
K03000001,2013,11548,13873
K03000001,2014,15070,24858
K03000001,2015,24247,51416
K03000001,2016,33916,89929
K03000001,2017,47089,137978
K03000001,2018,63036,195621
K03000001,2019,101804,271658
K03000001,2020,211304,443670
K03000001,2021,412078,752587
K03000001,2022,680026,1119739
K03000001,2023,998099,1576740
K03000001,2024,1369350,2107897
K03000001,2025,1727573,2636676
N09000001,2011,0,0
N09000001,2012,0,0
N09000001,2013,0,0
N09000001,2014,35,58
N09000001,2015,68,127
N09000001,2016,81,182
N09000001,2017,111,247
N09000001,2018,131,322
N09000001,2019,151,391
N09000001,2020,239,551
N09000001,2021,495,985
N09000001,2022,940,1630
N09000001,2023,1673,2607
N09000001,2024,2544,3824
N09000001,2025,3283,4898
N09000002,2011,0,0
N09000002,2012,0,0
N09000002,2013,0,0
N09000002,2014,32,35
N09000002,2015,74,82
N09000002,2016,111,130
N09000002,2017,132,174
N09000002,2018,152,221
N09000002,2019,163,259
N09000002,2020,282,446
N09000002,2021,395,644
N09000002,2022,686,1035
N09000002,2023,1099,1632
N09000002,2024,1572,2371
N09000002,2025,2003,3020
N09000003,2011,0,0
N09000003,2012,0,0
N09000003,2013,0,0
N09000003,2014,69,96
N09000003,2015,81,186
N09000003,2016,102,411
N09000003,2017,132,646
N09000003,2018,173,837
N09000003,2019,293,1067
N09000003,2020,775,1730
N09000003,2021,1477,3040
N09000003,2022,2560,4644
N09000003,2023,4538,7378
N09000003,2024,6806,10512
N09000003,2025,8990,13577
N09000004,2011,0,0
N09000004,2012,0,0
N09000004,2013,0,0
N09000004,2014,26,35
N09000004,2015,33,52
N09000004,2016,35,68
N09000004,2017,46,96
N09000004,2018,58,127
N09000004,2019,81,159
N09000004,2020,107,209
N09000004,2021,209,365
N09000004,2022,356,563
N09000004,2023,608,892
N09000004,2024,860,1273
N09000004,2025,1120,1662
N09000005,2011,0,0
N09000005,2012,0,0
N09000005,2013,0,0
N09000005,2014,26,35
N09000005,2015,38,55
N09000005,2016,37,60
N09000005,2017,33,72
N09000005,2018,45,99
N09000005,2019,68,128
N09000005,2020,104,186
N09000005,2021,186,320
N09000005,2022,364,539
N09000005,2023,560,803
N09000005,2024,875,1283
N09000005,2025,1103,1705
N09000006,2011,0,0
N09000006,2012,0,0
N09000006,2013,0,0
N09000006,2014,25,27
N09000006,2015,36,39
N09000006,2016,46,52
N09000006,2017,44,59
N09000006,2018,41,68
N09000006,2019,50,84
N09000006,2020,75,141
N09000006,2021,136,243
N09000006,2022,227,368
N09000006,2023,373,573
N09000006,2024,488,810
N09000006,2025,615,1040
N09000007,2011,0,0
N09000007,2012,0,0
N09000007,2013,0,0
N09000007,2014,23,30
N09000007,2015,36,57
N09000007,2016,51,103
N09000007,2017,83,166
N09000007,2018,103,214
N09000007,2019,137,275
N09000007,2020,222,445
N09000007,2021,460,859
N09000007,2022,890,1520
N09000007,2023,1577,2576
N09000007,2024,2240,3671
N09000007,2025,2669,4418
N09000008,2011,0,0
N09000008,2012,0,0
N09000008,2013,0,0
N09000008,2014,19,25
N09000008,2015,50,62
N09000008,2016,60,76
N09000008,2017,76,107
N09000008,2018,93,140
N09000008,2019,100,171
N09000008,2020,143,229
N09000008,2021,245,388
N09000008,2022,456,667
N09000008,2023,745,1066
N09000008,2024,1103,1579
N09000008,2025,1479,2110
N09000009,2011,0,0
N09000009,2012,0,0
N09000009,2013,0,0
N09000009,2014,11,19
N09000009,2015,21,35
N09000009,2016,32,64
N09000009,2017,34,67
N09000009,2018,51,117
N09000009,2019,76,141
N09000009,2020,111,191
N09000009,2021,183,295
N09000009,2022,373,558
N09000009,2023,572,840
N09000009,2024,857,1217
N09000009,2025,1066,1560
N09000010,2011,0,0
N09000010,2012,0,0
N09000010,2013,0,0
N09000010,2014,31,34
N09000010,2015,42,48
N09000010,2016,53,68
N09000010,2017,72,99
N09000010,2018,86,131
N09000010,2019,102,157
N09000010,2020,153,244
N09000010,2021,281,432
N09000010,2022,516,763
N09000010,2023,827,1207
N09000010,2024,1199,1768
N09000010,2025,1540,2333
N09000011,2011,0,0
N09000011,2012,0,0
N09000011,2013,0,0
N09000011,2014,21,23
N09000011,2015,48,65
N09000011,2016,64,101
N09000011,2017,96,158
N09000011,2018,129,221
N09000011,2019,150,257
N09000011,2020,217,378
N09000011,2021,409,687
N09000011,2022,738,1198
N09000011,2023,1217,1782
N09000011,2024,1780,2543
N09000011,2025,2337,3322
N92000002,2011,0,0
N92000002,2012,0,0
N92000002,2013,0,0
N92000002,2014,323,424
N92000002,2015,533,824
N92000002,2016,696,1361
N92000002,2017,874,1956
N92000002,2018,1076,2587
N92000002,2019,1407,3225
N92000002,2020,2561,5029
N92000002,2021,4900,8927
N92000002,2022,8833,14497
N92000002,2023,14888,22904
N92000002,2024,21912,33021
N92000002,2025,28437,42535
S12000005,2011,0,0
S12000005,2012,4,4
S12000005,2013,4,4
S12000005,2014,8,8
S12000005,2015,12,16
S12000005,2016,28,42
S12000005,2017,32,57
S12000005,2018,38,76
S12000005,2019,44,97
S12000005,2020,77,135
S12000005,2021,151,243
S12000005,2022,261,384
S12000005,2023,402,549
S12000005,2024,572,800
S12000005,2025,752,1060
S12000006,2011,7,7
S12000006,2012,7,8
S12000006,2013,10,12
S12000006,2014,17,32
S12000006,2015,24,61
S12000006,2016,27,84
S12000006,2017,43,130
S12000006,2018,68,173
S12000006,2019,108,241
S12000006,2020,206,395
S12000006,2021,388,665
S12000006,2022,618,1013
S12000006,2023,909,1425
S12000006,2024,1237,1977
S12000006,2025,1626,2621
S12000008,2011,8,8
S12000008,2012,3,3
S12000008,2013,6,6
S12000008,2014,8,15
S12000008,2015,16,31
S12000008,2016,27,59
S12000008,2017,50,95
S12000008,2018,75,141
S12000008,2019,109,191
S12000008,2020,203,311
S12000008,2021,362,530
S12000008,2022,598,824
S12000008,2023,889,1202
S12000008,2024,1363,1827
S12000008,2025,1820,2553
S12000010,2011,8,8
S12000010,2012,7,7
S12000010,2013,9,10
S12000010,2014,15,23
S12000010,2015,30,59
S12000010,2016,45,98
S12000010,2017,84,163
S12000010,2018,115,234
S12000010,2019,212,364
S12000010,2020,360,567
S12000010,2021,599,918
S12000010,2022,891,1323
S12000010,2023,1267,1841
S12000010,2024,1789,2523
S12000010,2025,2305,3229
S12000011,2011,2,2
S12000011,2012,2,2
S12000011,2013,4,5
S12000011,2014,16,21
S12000011,2015,31,49
S12000011,2016,52,97
S12000011,2017,91,159
S12000011,2018,128,283
S12000011,2019,189,352
S12000011,2020,287,526
S12000011,2021,517,841
S12000011,2022,881,1346
S12000011,2023,1266,1870
S12000011,2024,1726,2499
S12000011,2025,2196,3217
S12000013,2011,3,3
S12000013,2012,3,3
S12000013,2013,3,3
S12000013,2014,4,7
S12000013,2015,5,12
S12000013,2016,8,16
S12000013,2017,9,19
S12000013,2018,14,25
S12000013,2019,28,45
S12000013,2020,39,69
S12000013,2021,62,106
S12000013,2022,86,142
S12000013,2023,131,203
S12000013,2024,169,278
S12000013,2025,206,343
S12000014,2011,1,1
S12000014,2012,6,8
S12000014,2013,10,12
S12000014,2014,19,23
S12000014,2015,35,51
S12000014,2016,50,83
S12000014,2017,75,125
S12000014,2018,97,173
S12000014,2019,167,289
S12000014,2020,284,487
S12000014,2021,560,863
S12000014,2022,916,1359
S12000014,2023,1372,1972
S12000014,2024,2101,2999
S12000014,2025,2765,4000
S12000017,2011,13,13
S12000017,2012,18,20
S12000017,2013,23,30
S12000017,2014,24,42
S12000017,2015,48,87
S12000017,2016,72,139
S12000017,2017,96,197
S12000017,2018,168,319
S12000017,2019,270,483
S12000017,2020,448,745
S12000017,2021,830,1326
S12000017,2022,1201,1899
S12000017,2023,1747,2675
S12000017,2024,2289,3631
S12000017,2025,2949,4717
S12000018,2011,4,4
S12000018,2012,4,4
S12000018,2013,6,6
S12000018,2014,11,12
S12000018,2015,13,18
S12000018,2016,21,35
S12000018,2017,31,52
S12000018,2018,40,75
S12000018,2019,70,114
S12000018,2020,113,177
S12000018,2021,248,371
S12000018,2022,349,512
S12000018,2023,554,769
S12000018,2024,777,1101
S12000018,2025,973,1434
S12000019,2011,3,3
S12000019,2012,6,6
S12000019,2013,15,16
S12000019,2014,31,36
S12000019,2015,50,65
S12000019,2016,51,78
S12000019,2017,74,119
S12000019,2018,107,177
S12000019,2019,157,274
S12000019,2020,262,421
S12000019,2021,421,667
S12000019,2022,713,1065
S12000019,2023,1023,1481
S12000019,2024,1436,2058
S12000019,2025,1860,2686
S12000020,2011,4,4
S12000020,2012,6,10
S12000020,2013,11,16
S12000020,2014,13,21
S12000020,2015,13,26
S12000020,2016,17,36
S12000020,2017,31,63
S12000020,2018,47,106
S12000020,2019,77,156
S12000020,2020,136,255
S12000020,2021,269,453
S12000020,2022,443,735
S12000020,2023,638,1030
S12000020,2024,933,1522
S12000020,2025,1204,1946
S12000021,2011,3,3
S12000021,2012,5,6
S12000021,2013,10,12
S12000021,2014,27,33
S12000021,2015,43,63
S12000021,2016,47,82
S12000021,2017,48,95
S12000021,2018,57,137
S12000021,2019,74,168
S12000021,2020,136,265
S12000021,2021,313,510
S12000021,2022,551,856
S12000021,2023,900,1305
S12000021,2024,1388,1984
S12000021,2025,1883,2718
S12000023,2011,1,1
S12000023,2012,2,2
S12000023,2013,9,9
S12000023,2014,44,45
S12000023,2015,66,72
S12000023,2016,95,108
S12000023,2017,152,171
S12000023,2018,191,222
S12000023,2019,213,255
S12000023,2020,251,303
S12000023,2021,296,371
S12000023,2022,357,459
S12000023,2023,431,553
S12000023,2024,507,666
S12000023,2025,564,753
S12000026,2011,9,9
S12000026,2012,14,19
S12000026,2013,23,31
S12000026,2014,37,53
S12000026,2015,49,84
S12000026,2016,63,120
S12000026,2017,91,179
S12000026,2018,136,253
S12000026,2019,194,354
S12000026,2020,302,523
S12000026,2021,509,830
S12000026,2022,730,1155
S12000026,2023,998,1562
S12000026,2024,1320,2055
S12000026,2025,1660,2564
S12000027,2011,3,3
S12000027,2012,5,5
S12000027,2013,4,4
S12000027,2014,5,8
S12000027,2015,5,17
S12000027,2016,12,27
S12000027,2017,16,37
S12000027,2018,19,46
S12000027,2019,25,55
S12000027,2020,38,74
S12000027,2021,94,145
S12000027,2022,140,199
S12000027,2023,165,246
S12000027,2024,211,315
S12000027,2025,256,396
S12000028,2011,3,3
S12000028,2012,6,7
S12000028,2013,14,16
S12000028,2014,25,33
S12000028,2015,33,53
S12000028,2016,42,74
S12000028,2017,45,98
S12000028,2018,73,154
S12000028,2019,110,209
S12000028,2020,197,357
S12000028,2021,361,593
S12000028,2022,583,898
S12000028,2023,923,1377
S12000028,2024,1386,2019
S12000028,2025,1858,2759
S12000029,2011,7,7
S12000029,2012,12,12
S12000029,2013,24,24
S12000029,2014,64,73
S12000029,2015,111,163
S12000029,2016,139,226
S12000029,2017,186,313
S12000029,2018,229,452
S12000029,2019,329,615
S12000029,2020,525,936
S12000029,2021,1008,1705
S12000029,2022,1823,2788
S12000029,2023,2939,4279
S12000029,2024,4392,6340
S12000029,2025,5920,8613
S12000030,2011,4,4
S12000030,2012,10,12
S12000030,2013,18,24
S12000030,2014,25,53
S12000030,2015,35,134
S12000030,2016,81,322
S12000030,2017,124,608
S12000030,2018,149,980
S12000030,2019,311,1387
S12000030,2020,775,2273
S12000030,2021,1756,4198
S12000030,2022,3189,6576
S12000030,2023,5756,10704
S12000030,2024,7469,13732
S12000030,2025,8781,16065
S12000033,2011,13,14
S12000033,2012,13,19
S12000033,2013,21,31
S12000033,2014,42,71
S12000033,2015,73,151
S12000033,2016,105,229
S12000033,2017,149,315
S12000033,2018,191,405
S12000033,2019,265,524
S12000033,2020,425,763
S12000033,2021,761,1286
S12000033,2022,1256,1977
S12000033,2023,1757,2758
S12000033,2024,2383,3748
S12000033,2025,2979,4740
S12000034,2011,13,13
S12000034,2012,18,18
S12000034,2013,22,27
S12000034,2014,40,72
S12000034,2015,76,168
S12000034,2016,109,259
S12000034,2017,197,413
S12000034,2018,262,580
S12000034,2019,401,798
S12000034,2020,661,1175
S12000034,2021,1213,1965
S12000034,2022,1899,2908
S12000034,2023,2657,4020
S12000034,2024,3630,5544
S12000034,2025,4592,7062
S12000035,2011,5,5
S12000035,2012,7,10
S12000035,2013,9,11
S12000035,2014,10,21
S12000035,2015,23,43
S12000035,2016,32,63
S12000035,2017,51,113
S12000035,2018,81,162
S12000035,2019,116,222
S12000035,2020,177,331
S12000035,2021,290,524
S12000035,2022,419,711
S12000035,2023,624,1002
S12000035,2024,867,1355
S12000035,2025,1082,1724
S12000036,2011,34,35
S12000036,2012,49,54
S12000036,2013,58,70
S12000036,2014,81,123
S12000036,2015,137,227
S12000036,2016,223,383
S12000036,2017,372,660
S12000036,2018,499,950
S12000036,2019,768,1459
S12000036,2020,1274,2248
S12000036,2021,2136,3589
S12000036,2022,3251,5216
S12000036,2023,4679,7205
S12000036,2024,6217,9545
S12000036,2025,7665,11685
S12000038,2011,11,11
S12000038,2012,17,18
S12000038,2013,23,26
S12000038,2014,30,36
S12000038,2015,69,93
S12000038,2016,153,518
S12000038,2017,210,1075
S12000038,2018,313,2115
S12000038,2019,854,3484
S12000038,2020,3501,6898
S12000038,2021,5404,9959
S12000038,2022,8020,13293
S12000038,2023,9993,16200
S12000038,2024,11344,17834
S12000038,2025,14250,22879
S12000039,2011,3,3
S12000039,2012,3,3
S12000039,2013,2,2
S12000039,2014,8,9
S12000039,2015,10,23
S12000039,2016,25,42
S12000039,2017,29,55
S12000039,2018,45,93
S12000039,2019,63,140
S12000039,2020,94,221
S12000039,2021,178,377
S12000039,2022,306,579
S12000039,2023,528,829
S12000039,2024,849,1221
S12000039,2025,1175,1701
S12000040,2011,6,6
S12000040,2012,6,6
S12000040,2013,7,8
S12000040,2014,33,40
S12000040,2015,56,82
S12000040,2016,70,127
S12000040,2017,106,195
S12000040,2018,149,281
S12000040,2019,209,392
S12000040,2020,327,588
S12000040,2021,680,1136
S12000040,2022,1179,1822
S12000040,2023,1769,2584
S12000040,2024,2698,3815
S12000040,2025,3702,5218
S12000041,2011,1,1
S12000041,2012,4,4
S12000041,2013,14,14
S12000041,2014,27,34
S12000041,2015,42,62
S12000041,2016,58,91
S12000041,2017,85,135
S12000041,2018,138,226
S12000041,2019,193,304
S12000041,2020,298,460
S12000041,2021,503,788
S12000041,2022,713,1069
S12000041,2023,983,1424
S12000041,2024,1319,1919
S12000041,2025,1706,2517
S12000042,2011,30,30
S12000042,2012,65,65
S12000042,2013,73,75
S12000042,2014,116,120
S12000042,2015,135,153
S12000042,2016,173,202
S12000042,2017,223,264
S12000042,2018,277,346
S12000042,2019,339,438
S12000042,2020,460,601
S12000042,2021,744,928
S12000042,2022,963,1236
S12000042,2023,1293,1656
S12000042,2024,1716,2267
S12000042,2025,2163,2898
S12000045,2011,1,2
S12000045,2012,6,7
S12000045,2013,10,11
S12000045,2014,20,26
S12000045,2015,24,38
S12000045,2016,34,65
S12000045,2017,57,111
S12000045,2018,92,188
S12000045,2019,173,317
S12000045,2020,287,478
S12000045,2021,518,840
S12000045,2022,839,1301
S12000045,2023,1263,1874
S12000045,2024,1780,2620
S12000045,2025,2301,3405
S12000047,2011,29,29
S12000047,2012,47,49
S12000047,2013,52,55
S12000047,2014,72,107
S12000047,2015,121,195
S12000047,2016,204,325
S12000047,2017,278,447
S12000047,2018,353,611
S12000047,2019,523,851
S12000047,2020,787,1240
S12000047,2021,1303,2035
S12000047,2022,2050,3086
S12000047,2023,3037,4394
S12000047,2024,4420,6303
S12000047,2025,6028,8527
S12000048,2011,4,4
S12000048,2012,13,13
S12000048,2013,18,20
S12000048,2014,29,41
S12000048,2015,50,89
S12000048,2016,89,151
S12000048,2017,133,251
S12000048,2018,182,362
S12000048,2019,272,511
S12000048,2020,432,753
S12000048,2021,766,1244
S12000048,2022,1197,1839
S12000048,2023,1691,2543
S12000048,2024,2258,3390
S12000048,2025,2880,4300
S12000049,2011,69,70
S12000049,2012,96,101
S12000049,2013,108,120
