ONS_code,year,veh_bev,veh_ulev_total
E06000001,2011,5,7
E06000001,2012,7,9
E06000001,2013,6,8
E06000001,2014,10,16
E06000001,2015,15,23
E06000001,2016,21,40
E06000001,2017,32,62
E06000001,2018,36,78
E06000001,2019,47,103
E06000001,2020,75,142
E06000001,2021,164,281
E06000001,2022,289,468
E06000001,2023,430,662
E06000001,2024,705,1028
E06000001,2025,1034,1482
E06000002,2011,2,2
E06000002,2012,4,4
E06000002,2013,9,9
E06000002,2014,16,22
E06000002,2015,23,41
E06000002,2016,20,46
E06000002,2017,21,46
E06000002,2018,29,64
E06000002,2019,38,87
E06000002,2020,75,159
E06000002,2021,160,298
E06000002,2022,318,513
E06000002,2023,516,822
E06000002,2024,913,1430
E06000002,2025,1353,2114
E06000003,2011,3,3
E06000003,2012,2,3
E06000003,2013,5,6
E06000003,2014,12,17
E06000003,2015,26,35
E06000003,2016,26,38
E06000003,2017,37,67
E06000003,2018,39,84
E06000003,2019,62,118
E06000003,2020,102,191
E06000003,2021,277,424
E06000003,2022,457,681
E06000003,2023,714,1007
E06000003,2024,1087,1513
E06000003,2025,1461,2065
E06000004,2011,28,28
E06000004,2012,27,30
E06000004,2013,27,33
E06000004,2014,39,51
E06000004,2015,56,89
E06000004,2016,64,119
E06000004,2017,75,159
E06000004,2018,83,223
E06000004,2019,117,254
E06000004,2020,215,422
E06000004,2021,458,810
E06000004,2022,834,1334
E06000004,2023,1351,2062
E06000004,2024,2108,3101
E06000004,2025,2937,4341
E06000005,2011,8,8
E06000005,2012,8,8
E06000005,2013,12,15
E06000005,2014,21,30
E06000005,2015,22,49
E06000005,2016,53,102
E06000005,2017,81,156
E06000005,2018,90,179
E06000005,2019,132,238
E06000005,2020,199,345
E06000005,2021,556,832
E06000005,2022,1086,1522
E06000005,2023,1979,2436
E06000005,2024,3457,4135
E06000005,2025,4263,5113
E06000006,2011,14,14
E06000006,2012,14,14
E06000006,2013,27,29
E06000006,2014,36,43
E06000006,2015,50,78
E06000006,2016,70,106
E06000006,2017,74,133
E06000006,2018,88,175
E06000006,2019,121,227
E06000006,2020,236,383
E06000006,2021,596,833
E06000006,2022,1091,1418
E06000006,2023,1951,2396
E06000006,2024,2828,3489
E06000006,2025,3663,4613
E06000007,2011,5,6
E06000007,2012,11,16
E06000007,2013,20,29
E06000007,2014,39,59
E06000007,2015,98,140
E06000007,2016,119,206
E06000007,2017,172,316
E06000007,2018,200,391
E06000007,2019,282,563
E06000007,2020,445,918
E06000007,2021,851,1506
E06000007,2022,1322,2223
E06000007,2023,2189,3425
E06000007,2024,3443,5141
E06000007,2025,4625,6859
E06000008,2011,4,4
E06000008,2012,7,7
E06000008,2013,12,12
E06000008,2014,18,26
E06000008,2015,28,52
E06000008,2016,43,82
E06000008,2017,57,112
E06000008,2018,64,156
E06000008,2019,87,214
E06000008,2020,172,363
E06000008,2021,306,618
E06000008,2022,538,1084
E06000008,2023,884,1685
E06000008,2024,1385,2653
E06000008,2025,1929,3599
E06000009,2011,4,4
E06000009,2012,9,11
E06000009,2013,11,11
E06000009,2014,12,15
E06000009,2015,68,82
E06000009,2016,106,124
E06000009,2017,128,157
E06000009,2018,144,190
E06000009,2019,181,256
E06000009,2020,213,322
E06000009,2021,310,506
E06000009,2022,470,776
E06000009,2023,664,1128
E06000009,2024,1009,1641
E06000009,2025,1371,2162
E06000010,2011,13,13
E06000010,2012,17,18
E06000010,2013,24,27
E06000010,2014,22,30
E06000010,2015,35,61
E06000010,2016,53,108
E06000010,2017,66,152
E06000010,2018,76,187
E06000010,2019,94,246
E06000010,2020,170,367
E06000010,2021,358,662
E06000010,2022,564,1008
E06000010,2023,971,1585
E06000010,2024,1675,2567
E06000010,2025,2398,3675
E06000011,2011,16,16
E06000011,2012,11,12
E06000011,2013,20,24
E06000011,2014,40,70
E06000011,2015,65,141
E06000011,2016,85,241
E06000011,2017,124,345
E06000011,2018,173,499
E06000011,2019,259,702
E06000011,2020,476,1096
E06000011,2021,1007,2026
E06000011,2022,1728,3138
E06000011,2023,2698,4587
E06000011,2024,4145,6781
E06000011,2025,5759,9242
E06000012,2011,9,9
E06000012,2012,12,13
E06000012,2013,11,13
E06000012,2014,9,19
E06000012,2015,18,37
E06000012,2016,32,70
E06000012,2017,64,133
E06000012,2018,85,178
E06000012,2019,100,216
E06000012,2020,156,333
E06000012,2021,360,636
E06000012,2022,562,941
E06000012,2023,854,1399
E06000012,2024,1283,2079
E06000012,2025,1769,2861
E06000013,2011,15,16
E06000013,2012,11,12
E06000013,2013,20,22
E06000013,2014,19,55
E06000013,2015,27,60
E06000013,2016,32,96
E06000013,2017,55,156
E06000013,2018,62,202
E06000013,2019,98,268
E06000013,2020,180,428
E06000013,2021,404,828
E06000013,2022,701,1284
E06000013,2023,1132,1941
E06000013,2024,1751,2912
E06000013,2025,2408,3955
E06000014,2011,64,67
E06000014,2012,64,69
E06000014,2013,66,72
E06000014,2014,29,38
E06000014,2015,54,80
E06000014,2016,75,136
E06000014,2017,96,219
E06000014,2018,130,328
E06000014,2019,177,436
E06000014,2020,391,771
E06000014,2021,660,1300
E06000014,2022,1145,1883
E06000014,2023,1672,2641
E06000014,2024,2333,3672
E06000014,2025,3036,4894
E06000015,2011,21,21
E06000015,2012,26,28
E06000015,2013,33,38
E06000015,2014,43,70
E06000015,2015,72,186
E06000015,2016,119,415
E06000015,2017,156,739
E06000015,2018,187,1074
E06000015,2019,321,1438
E06000015,2020,651,1882
E06000015,2021,1114,2716
E06000015,2022,1721,3645
E06000015,2023,2723,5239
E06000015,2024,3910,7187
E06000015,2025,5464,9805
E06000016,2011,167,169
E06000016,2012,170,175
E06000016,2013,151,162
E06000016,2014,75,101
E06000016,2015,114,159
E06000016,2016,116,258
E06000016,2017,130,507
E06000016,2018,156,719
E06000016,2019,216,844
E06000016,2020,393,973
E06000016,2021,609,2257
E06000016,2022,1249,2876
E06000016,2023,3004,7683
E06000016,2024,3675,10089
E06000016,2025,3691,7380
E06000017,2011,7,7
E06000017,2012,6,8
E06000017,2013,4,6
E06000017,2014,7,16
E06000017,2015,14,32
E06000017,2016,18,50
E06000017,2017,26,81
E06000017,2018,40,116
E06000017,2019,62,164
E06000017,2020,116,247
E06000017,2021,201,395
E06000017,2022,339,616
E06000017,2023,459,804
E06000017,2024,610,1084
E06000017,2025,785,1337
E06000018,2011,25,25
E06000018,2012,33,38
E06000018,2013,41,48
E06000018,2014,84,103
E06000018,2015,106,148
E06000018,2016,165,272
E06000018,2017,233,398
E06000018,2018,264,503
E06000018,2019,386,716
E06000018,2020,552,999
E06000018,2021,812,1483
E06000018,2022,1195,2038
E06000018,2023,1783,2946
E06000018,2024,2589,4222
E06000018,2025,3294,5415
E06000019,2011,22,22
E06000019,2012,26,27
E06000019,2013,28,34
E06000019,2014,38,61
E06000019,2015,64,122
E06000019,2016,90,192
E06000019,2017,131,317
E06000019,2018,176,448
E06000019,2019,298,670
E06000019,2020,503,1003
E06000019,2021,851,1523
E06000019,2022,1299,2179
E06000019,2023,1781,2881
E06000019,2024,2408,3834
E06000019,2025,3042,4845
E06000020,2011,9,9
E06000020,2012,10,12
E06000020,2013,15,19
E06000020,2014,24,37
E06000020,2015,48,71
E06000020,2016,71,133
E06000020,2017,77,171
E06000020,2018,107,249
E06000020,2019,137,318
E06000020,2020,362,659
E06000020,2021,1193,1651
E06000020,2022,1539,2168
E06000020,2023,1501,2319
E06000020,2024,2326,3567
E06000020,2025,3389,5184
E06000021,2011,13,13
E06000021,2012,12,13
E06000021,2013,23,24
E06000021,2014,35,54
E06000021,2015,49,108
E06000021,2016,62,176
E06000021,2017,88,237
E06000021,2018,119,353
E06000021,2019,150,373
E06000021,2020,275,599
E06000021,2021,661,1183
E06000021,2022,929,1660
E06000021,2023,1385,2476
E06000021,2024,2432,3987
E06000021,2025,2913,4884
E06000022,2011,15,16
E06000022,2012,12,16
E06000022,2013,15,18
E06000022,2014,35,51
E06000022,2015,56,95
E06000022,2016,95,191
E06000022,2017,167,330
E06000022,2018,239,488
E06000022,2019,429,834
E06000022,2020,679,1248
E06000022,2021,1178,1997
E06000022,2022,1636,2679
E06000022,2023,2188,3471
E06000022,2024,2772,4343
E06000022,2025,3409,5238
E06000023,2011,26,28
E06000023,2012,36,62
E06000023,2013,48,105
E06000023,2014,116,216
E06000023,2015,164,363
E06000023,2016,204,702
E06000023,2017,255,489
E06000023,2018,369,757
E06000023,2019,612,1222
E06000023,2020,1100,2002
E06000023,2021,1704,2943
E06000023,2022,2442,4057
E06000023,2023,3535,5489
E06000023,2024,4919,7371
E06000023,2025,5688,8687
E06000024,2011,21,21
E06000024,2012,25,28
E06000024,2013,37,40
E06000024,2014,43,70
E06000024,2015,74,146
E06000024,2016,149,280
E06000024,2017,214,411
E06000024,2018,297,576
E06000024,2019,420,824
E06000024,2020,677,1270
E06000024,2021,1248,2144
E06000024,2022,1999,3191
E06000024,2023,2739,4285
E06000024,2024,3699,5683
E06000024,2025,4694,7092
E06000025,2011,31,31
E06000025,2012,34,35
E06000025,2013,43,49
E06000025,2014,47,70
E06000025,2015,90,176
E06000025,2016,143,351
E06000025,2017,315,1358
E06000025,2018,436,2423
E06000025,2019,791,3111
E06000025,2020,3884,7609
E06000025,2021,15792,22187
E06000025,2022,25250,33794
E06000025,2023,34440,44924
E06000025,2024,40399,52974
E06000025,2025,47146,60572
E06000026,2011,6,6
E06000026,2012,15,16
E06000026,2013,22,22
E06000026,2014,25,26
E06000026,2015,38,49
E06000026,2016,45,71
E06000026,2017,61,121
E06000026,2018,89,189
E06000026,2019,136,265
E06000026,2020,257,464
E06000026,2021,530,878
E06000026,2022,879,1357
E06000026,2023,1297,1976
E06000026,2024,1784,2734
E06000026,2025,2472,3814
E06000027,2011,11,11
E06000027,2012,11,13
E06000027,2013,11,14
E06000027,2014,15,18
E06000027,2015,34,49
E06000027,2016,45,83
E06000027,2017,56,128
E06000027,2018,83,177
E06000027,2019,126,275
E06000027,2020,217,451
E06000027,2021,373,731
E06000027,2022,623,1088
E06000027,2023,810,1378
E06000027,2024,1151,1854
E06000027,2025,1472,2292
E06000030,2011,84,84
E06000030,2012,212,219
E06000030,2013,490,507
E06000030,2014,565,885
E06000030,2015,473,1400
E06000030,2016,306,2465
E06000030,2017,249,3430
E06000030,2018,367,4885
E06000030,2019,1232,6326
E06000030,2020,8232,15115
E06000030,2021,18204,28015
E06000030,2022,31209,43652
E06000030,2023,41412,59398
E06000030,2024,51641,72407
E06000030,2025,40631,57505
E06000031,2011,16,16
E06000031,2012,20,24
E06000031,2013,38,59
E06000031,2014,327,822
E06000031,2015,562,2518
E06000031,2016,820,6161
E06000031,2017,916,8896
E06000031,2018,911,10667
E06000031,2019,1737,12467
E06000031,2020,3414,15436
E06000031,2021,6971,22934
E06000031,2022,11949,30115
E06000031,2023,22870,44074
E06000031,2024,44529,71304
E06000031,2025,59488,91074
E06000032,2011,9,14
E06000032,2012,13,14
E06000032,2013,23,27
E06000032,2014,30,43
E06000032,2015,48,77
E06000032,2016,62,131
E06000032,2017,89,210
E06000032,2018,110,337
E06000032,2019,145,471
E06000032,2020,182,612
E06000032,2021,342,1002
E06000032,2022,595,1543
E06000032,2023,957,2408
E06000032,2024,1517,3524
E06000032,2025,2181,4668
E06000033,2011,10,12
E06000033,2012,11,13
E06000033,2013,16,22
E06000033,2014,24,34
E06000033,2015,51,74
E06000033,2016,66,110
E06000033,2017,91,170
E06000033,2018,117,238
E06000033,2019,151,311
E06000033,2020,229,483
E06000033,2021,456,852
E06000033,2022,746,1338
E06000033,2023,1044,1811
E06000033,2024,1448,2424
E06000033,2025,1851,3132
E06000034,2011,4,7
E06000034,2012,6,7
E06000034,2013,15,15
E06000034,2014,18,22
E06000034,2015,40,58
E06000034,2016,61,105
E06000034,2017,74,148
E06000034,2018,92,226
E06000034,2019,134,376
E06000034,2020,244,636
E06000034,2021,480,1087
E06000034,2022,804,1734
E06000034,2023,1239,2522
E06000034,2024,1816,3557
E06000034,2025,2504,4725
E06000035,2011,12,12
E06000035,2012,14,16
E06000035,2013,15,21
E06000035,2014,53,67
E06000035,2015,76,121
E06000035,2016,102,205
E06000035,2017,152,324
E06000035,2018,233,479
E06000035,2019,326,674
E06000035,2020,599,1077
E06000035,2021,952,1693
E06000035,2022,1487,2495
E06000035,2023,2180,3583
E06000035,2024,3094,5009
E06000035,2025,3997,6458
E06000036,2011,21,21
E06000036,2012,26,28
E06000036,2013,22,27
E06000036,2014,24,35
E06000036,2015,29,69
E06000036,2016,39,114
E06000036,2017,66,188
E06000036,2018,111,313
E06000036,2019,169,386
E06000036,2020,316,620
E06000036,2021,574,1055
E06000036,2022,1122,1855
E06000036,2023,1547,2591
E06000036,2024,2172,3837
E06000036,2025,3141,5248
E06000037,2011,26,26
E06000037,2012,28,44
E06000037,2013,38,102
E06000037,2014,62,355
E06000037,2015,98,1014
E06000037,2016,151,2016
E06000037,2017,186,1288
E06000037,2018,239,1046
E06000037,2019,394,1013
E06000037,2020,636,1321
E06000037,2021,1007,1885
E06000037,2022,1503,2629
E06000037,2023,2170,3652
E06000037,2024,2929,4868
E06000037,2025,3703,5991
E06000038,2011,9,9
E06000038,2012,8,11
E06000038,2013,14,17
E06000038,2014,21,34
E06000038,2015,35,56
E06000038,2016,55,109
E06000038,2017,78,187
E06000038,2018,111,251
E06000038,2019,191,413
E06000038,2020,298,684
E06000038,2021,495,1026
E06000038,2022,801,1464
E06000038,2023,1212,2096
E06000038,2024,1662,2795
E06000038,2025,2106,3518
E06000039,2011,87,92
E06000039,2012,129,150
E06000039,2013,123,150
E06000039,2014,222,458
E06000039,2015,599,1630
E06000039,2016,756,3243
E06000039,2017,785,4481
E06000039,2018,931,7388
E06000039,2019,2765,10553
E06000039,2020,7713,18360
E06000039,2021,14695,28441
E06000039,2022,22612,37477
E06000039,2023,33346,49847
E06000039,2024,34172,49762
E06000039,2025,35149,50805
E06000040,2011,37,39
E06000040,2012,37,43
E06000040,2013,34,42
E06000040,2014,89,121
E06000040,2015,96,166
E06000040,2016,122,264
E06000040,2017,201,452
E06000040,2018,255,627
E06000040,2019,379,848
E06000040,2020,3670,4389
E06000040,2021,11846,15295
E06000040,2022,27527,32990
E06000040,2023,45058,54672
E06000040,2024,73026,86652
E06000040,2025,127132,158705
E06000041,2011,19,19
E06000041,2012,22,25
E06000041,2013,52,58
E06000041,2014,67,95
E06000041,2015,77,134
E06000041,2016,96,224
E06000041,2017,164,385
E06000041,2018,237,595
E06000041,2019,432,910
E06000041,2020,677,1283
E06000041,2021,1184,2150
E06000041,2022,1872,3148
E06000041,2023,2766,4414
E06000041,2024,3813,6085
E06000041,2025,4873,7665
E06000042,2011,123,123
E06000042,2012,162,166
E06000042,2013,176,192
E06000042,2014,180,255
E06000042,2015,267,856
E06000042,2016,416,2187
E06000042,2017,642,4320
E06000042,2018,1110,6490
E06000042,2019,2177,7215
E06000042,2020,10435,17360
E06000042,2021,19436,30589
E06000042,2022,26773,40517
E06000042,2023,40250,56946
E06000042,2024,56101,75054
E06000042,2025,85682,110570
E06000043,2011,18,19
E06000043,2012,22,26
E06000043,2013,30,39
E06000043,2014,39,61
E06000043,2015,72,113
E06000043,2016,105,193
E06000043,2017,140,304
E06000043,2018,187,426
E06000043,2019,314,665
E06000043,2020,526,1023
E06000043,2021,932,1644
E06000043,2022,1465,2385
E06000043,2023,2067,3238
E06000043,2024,2740,4178
E06000043,2025,3376,5097
E06000044,2011,27,27
E06000044,2012,28,37
E06000044,2013,27,65
E06000044,2014,32,122
E06000044,2015,38,345
E06000044,2016,56,760
E06000044,2017,79,1414
E06000044,2018,125,2066
E06000044,2019,483,2448
E06000044,2020,1952,4424
E06000044,2021,4705,8658
E06000044,2022,7016,12181
E06000044,2023,9673,16254
E06000044,2024,11466,20571
E06000044,2025,11758,23286
E06000045,2011,28,29
E06000045,2012,22,25
E06000045,2013,30,33
E06000045,2014,85,90
E06000045,2015,41,64
E06000045,2016,53,96
E06000045,2017,92,181
E06000045,2018,143,296
E06000045,2019,229,433
E06000045,2020,355,658
E06000045,2021,595,1108
E06000045,2022,927,1628
E06000045,2023,1334,2296
E06000045,2024,1814,3160
E06000045,2025,2377,4114
E06000046,2011,9,9
E06000046,2012,17,18
E06000046,2013,26,27
E06000046,2014,27,38
E06000046,2015,45,75
E06000046,2016,66,116
E06000046,2017,95,180
E06000046,2018,129,249
E06000046,2019,178,338
E06000046,2020,294,533
E06000046,2021,547,900
E06000046,2022,823,1278
E06000046,2023,1106,1689
E06000046,2024,1470,2197
E06000046,2025,1816,2697
E06000047,2011,59,60
E06000047,2012,37,41
E06000047,2013,63,73
E06000047,2014,159,196
E06000047,2015,312,417
E06000047,2016,344,520
E06000047,2017,342,583
E06000047,2018,367,683
E06000047,2019,406,834
E06000047,2020,691,1295
E06000047,2021,1381,2300
E06000047,2022,2241,3504
E06000047,2023,3461,5115
E06000047,2024,5449,7732
E06000047,2025,7497,10556
E06000049,2011,27,27
E06000049,2012,34,46
E06000049,2013,54,81
E06000049,2014,49,122
E06000049,2015,118,300
E06000049,2016,231,584
E06000049,2017,354,951
E06000049,2018,492,1415
E06000049,2019,675,1842
E06000049,2020,1096,2569
E06000049,2021,2090,4265
E06000049,2022,3395,6418
E06000049,2023,5062,9167
E06000049,2024,7275,12666
E06000049,2025,9748,16008
E06000050,2011,34,35
E06000050,2012,41,47
E06000050,2013,54,65
E06000050,2014,60,95
E06000050,2015,119,212
E06000050,2016,192,360
E06000050,2017,258,550
E06000050,2018,340,779
E06000050,2019,478,1030
E06000050,2020,766,1512
E06000050,2021,1461,2577
E06000050,2022,2427,3975
E06000050,2023,3636,5728
E06000050,2024,5494,8317
E06000050,2025,20999,33459
E06000051,2011,20,20
E06000051,2012,32,40
E06000051,2013,45,59
E06000051,2014,73,108
E06000051,2015,115,198
E06000051,2016,146,295
E06000051,2017,197,431
E06000051,2018,475,799
E06000051,2019,605,1046
E06000051,2020,905,1534
E06000051,2021,1233,2178
E06000051,2022,1918,3238
E06000051,2023,2695,4455
E06000051,2024,3893,6266
E06000051,2025,5188,8187
E06000052,2011,59,61
E06000052,2012,90,98
E06000052,2013,175,190
E06000052,2014,206,248
E06000052,2015,284,395
E06000052,2016,348,535
E06000052,2017,442,708
E06000052,2018,564,959
E06000052,2019,801,1347
E06000052,2020,1262,2027
E06000052,2021,2206,3427
E06000052,2022,3343,4963
E06000052,2023,4604,6760
E06000052,2024,6349,9232
E06000052,2025,8179,11728
E06000053,2011,4,4
E06000053,2012,4,4
E06000053,2013,3,3
E06000053,2014,3,3
E06000053,2015,7,7
E06000053,2016,7,7
E06000053,2017,11,11
E06000053,2018,15,15
E06000053,2019,17,18
E06000053,2020,16,17
E06000053,2021,40,42
E06000053,2022,37,38
E06000053,2023,43,44
E06000053,2024,81,83
E06000053,2025,87,90
E06000054,2011,95,95
E06000054,2012,94,97
E06000054,2013,99,109
E06000054,2014,169,216
E06000054,2015,334,468
E06000054,2016,438,685
E06000054,2017,532,963
E06000054,2018,688,1378
E06000054,2019,992,1977
E06000054,2020,1600,2976
E06000054,2021,10136,16908
E06000054,2022,18133,26361
E06000054,2023,25061,35490
E06000054,2024,30423,43139
E06000054,2025,35198,49645
E06000055,2011,8,8
E06000055,2012,19,22
E06000055,2013,13,17
E06000055,2014,156,168
E06000055,2015,541,572
E06000055,2016,1067,1156
E06000055,2017,1497,1626
E06000055,2018,388,604
E06000055,2019,261,602
E06000055,2020,442,1035
E06000055,2021,1691,2640
E06000055,2022,1841,2727
E06000055,2023,1950,3146
E06000055,2024,2791,4742
E06000055,2025,3781,6414
E06000056,2011,48,48
E06000056,2012,71,77
E06000056,2013,79,92
E06000056,2014,96,130
E06000056,2015,140,224
E06000056,2016,181,329
E06000056,2017,261,503
E06000056,2018,337,736
E06000056,2019,499,1033
E06000056,2020,942,1652
E06000056,2021,1598,2982
E06000056,2022,2662,4583
E06000056,2023,3810,6369
E06000056,2024,5019,8406
E06000056,2025,6621,10779
E06000057,2011,38,38
E06000057,2012,40,41
E06000057,2013,51,54
E06000057,2014,144,174
E06000057,2015,231,297
E06000057,2016,288,410
E06000057,2017,369,567
E06000057,2018,396,675
E06000057,2019,475,846
E06000057,2020,724,1253
E06000057,2021,1279,2118
E06000057,2022,1987,3136
E06000057,2023,2853,4332
E06000057,2024,4248,6208
E06000057,2025,5673,8218
E06000058,2011,43,43
E06000058,2012,43,49
E06000058,2013,45,53
E06000058,2014,82,116
E06000058,2015,138,258
E06000058,2016,225,417
E06000058,2017,295,587
E06000058,2018,393,806
E06000058,2019,543,1106
E06000058,2020,840,1570
E06000058,2021,1468,2540
E06000058,2022,2330,3737
E06000058,2023,3355,5250
E06000058,2024,4507,7027
E06000058,2025,5795,8891
E06000059,2011,44,44
E06000059,2012,68,73
E06000059,2013,91,101
E06000059,2014,110,150
E06000059,2015,160,258
E06000059,2016,236,435
E06000059,2017,337,646
E06000059,2018,430,923
E06000059,2019,678,1333
E06000059,2020,1085,1968
E06000059,2021,1810,3059
E06000059,2022,2637,4257
E06000059,2023,3729,5799
E06000059,2024,4982,7725
E06000059,2025,6436,9834
E06000060,2011,31,32
E06000060,2012,34,44
E06000060,2013,62,85
E06000060,2014,121,216
E06000060,2015,271,527
E06000060,2016,506,995
E06000060,2017,894,1762
E06000060,2018,1257,2624
E06000060,2019,1947,3774
E06000060,2020,2716,5096
E06000060,2021,4251,7539
E06000060,2022,5959,10165
E06000060,2023,8504,13999
E06000060,2024,11079,18189
E06000060,2025,13773,22417
E06000061,2011,15,16
E06000061,2012,14,18
E06000061,2013,20,33
E06000061,2014,50,100
E06000061,2015,94,214
E06000061,2016,121,475
E06000061,2017,175,803
E06000061,2018,261,1212
E06000061,2019,416,1603
E06000061,2020,755,2166
E06000061,2021,1525,3531
E06000061,2022,2733,5244
E06000061,2023,4335,7829
E06000061,2024,6353,10964
E06000061,2025,8876,14716
E06000062,2011,49,51
E06000062,2012,169,176
E06000062,2013,127,143
E06000062,2014,166,208
E06000062,2015,202,347
E06000062,2016,221,595
E06000062,2017,286,733
E06000062,2018,396,958
E06000062,2019,720,1470
E06000062,2020,1140,2417
E06000062,2021,1892,3629
E06000062,2022,2853,4919
E06000062,2023,4174,6981
E06000062,2024,5887,9675
E06000062,2025,7973,12780
E06000063,2011,8,8
E06000063,2012,10,12
E06000063,2013,18,19
E06000063,2014,47,72
E06000063,2015,79,143
E06000063,2016,100,227
E06000063,2017,119,236
E06000063,2018,133,287
E06000063,2019,179,368
E06000063,2020,283,564
E06000063,2021,571,1049
E06000063,2022,943,1601
E06000063,2023,1511,2449
E06000063,2024,2324,3684
E06000063,2025,3111,4931
E06000064,2011,7,7
E06000064,2012,6,9
E06000064,2013,16,20
E06000064,2014,27,47
E06000064,2015,58,111
E06000064,2016,84,161
E06000064,2017,109,227
E06000064,2018,150,317
E06000064,2019,252,509
E06000064,2020,411,812
E06000064,2021,689,1274
E06000064,2022,1130,1939
E06000064,2023,1577,2644
E06000064,2024,2216,3598
E06000064,2025,2838,4632
E06000065,2011,39,43
E06000065,2012,39,53
E06000065,2013,54,77
E06000065,2014,66,135
E06000065,2015,117,311
E06000065,2016,187,524
E06000065,2017,296,838
E06000065,2018,443,1208
E06000065,2019,721,1757
E06000065,2020,1285,2699
E06000065,2021,2568,4737
E06000065,2022,4578,7585
E06000065,2023,6793,11035
E06000065,2024,9461,15697
E06000065,2025,12237,20483
E06000066,2011,70,71
E06000066,2012,62,67
E06000066,2013,64,75
E06000066,2014,109,155
E06000066,2015,166,295
E06000066,2016,246,487
E06000066,2017,342,718
E06000066,2018,511,1027
E06000066,2019,786,1532
E06000066,2020,1282,2327
E06000066,2021,2252,3941
E06000066,2022,3485,5694
E06000066,2023,4928,7706
E06000066,2024,6659,10330
E06000066,2025,8553,13195
E07000008,2011,13,13
E07000008,2012,15,19
E07000008,2013,13,19
E07000008,2014,24,33
E07000008,2015,51,82
E07000008,2016,76,127
E07000008,2017,123,211
E07000008,2018,172,316
E07000008,2019,280,467
E07000008,2020,421,700
E07000008,2021,632,1039
E07000008,2022,1158,1679
E07000008,2023,1652,2286
E07000008,2024,1974,2774
E07000008,2025,2398,3353
E07000009,2011,9,9
E07000009,2012,10,11
E07000009,2013,13,14
E07000009,2014,17,25
E07000009,2015,35,55
E07000009,2016,54,105
E07000009,2017,85,173
E07000009,2018,117,246
E07000009,2019,178,354
E07000009,2020,267,479
E07000009,2021,438,761
E07000009,2022,701,1144
E07000009,2023,1031,1633
E07000009,2024,1405,2208
E07000009,2025,1874,2888
E07000010,2011,6,6
E07000010,2012,3,3
E07000010,2013,7,8
E07000010,2014,8,11
E07000010,2015,24,41
E07000010,2016,27,57
E07000010,2017,28,74
E07000010,2018,43,121
E07000010,2019,71,163
E07000010,2020,108,247
E07000010,2021,224,461
E07000010,2022,398,703
E07000010,2023,618,1040
E07000010,2024,969,1590
E07000010,2025,1332,2107
E07000011,2011,45,49
E07000011,2012,53,61
E07000011,2013,45,77
E07000011,2014,54,81
E07000011,2015,94,304
E07000011,2016,179,595
E07000011,2017,250,845
E07000011,2018,391,840
E07000011,2019,333,876
E07000011,2020,544,1364
E07000011,2021,1021,2168
E07000011,2022,1811,3415
E07000011,2023,2441,4539
E07000011,2024,3466,6352
E07000011,2025,4587,8043
E07000012,2011,13,13
E07000012,2012,17,23
E07000012,2013,21,29
E07000012,2014,44,65
E07000012,2015,84,148
E07000012,2016,164,285
E07000012,2017,250,467
E07000012,2018,343,685
E07000012,2019,505,997
E07000012,2020,754,1405
E07000012,2021,1236,2228
E07000012,2022,1981,3228
E07000012,2023,2850,4359
E07000012,2024,3898,5799
E07000012,2025,4869,7148
E07000032,2011,5,5
E07000032,2012,4,4
E07000032,2013,11,13
E07000032,2014,23,36
E07000032,2015,38,75
E07000032,2016,56,101
E07000032,2017,76,163
E07000032,2018,104,263
E07000032,2019,143,328
E07000032,2020,263,531
E07000032,2021,441,825
E07000032,2022,683,1211
E07000032,2023,1134,1825
E07000032,2024,1704,2695
E07000032,2025,2371,3674
E07000033,2011,3,5
E07000033,2012,3,5
E07000033,2013,3,6
E07000033,2014,5,14
E07000033,2015,9,27
E07000033,2016,13,44
E07000033,2017,22,72
E07000033,2018,31,102
E07000033,2019,45,129
E07000033,2020,85,214
E07000033,2021,213,426
E07000033,2022,358,669
E07000033,2023,615,1031
E07000033,2024,1023,1578
E07000033,2025,1651,2366
E07000034,2011,7,8
E07000034,2012,4,5
E07000034,2013,6,8
E07000034,2014,19,55
E07000034,2015,26,106
E07000034,2016,45,188
E07000034,2017,152,366
E07000034,2018,153,639
E07000034,2019,354,711
E07000034,2020,771,1230
E07000034,2021,2741,3361
E07000034,2022,6577,7723
E07000034,2023,7025,8355
E07000034,2024,9041,10521
E07000034,2025,11086,13158
E07000035,2011,7,8
E07000035,2012,4,6
E07000035,2013,5,9
E07000035,2014,13,25
E07000035,2015,23,51
E07000035,2016,32,85
E07000035,2017,46,132
E07000035,2018,62,180
E07000035,2019,119,287
E07000035,2020,211,428
E07000035,2021,358,682
E07000035,2022,539,982
E07000035,2023,779,1367
E07000035,2024,1069,1800
E07000035,2025,1390,2272
E07000036,2011,12,12
E07000036,2012,13,15
E07000036,2013,9,12
E07000036,2014,19,27
E07000036,2015,36,62
E07000036,2016,64,133
E07000036,2017,80,199
E07000036,2018,99,304
E07000036,2019,121,361
E07000036,2020,207,441
E07000036,2021,349,634
E07000036,2022,552,964
E07000036,2023,813,1381
E07000036,2024,1216,2020
E07000036,2025,1694,2680
E07000037,2011,8,8
E07000037,2012,7,8
E07000037,2013,10,13
E07000037,2014,6,13
E07000037,2015,15,34
E07000037,2016,30,63
E07000037,2017,43,100
E07000037,2018,62,154
E07000037,2019,102,219
